nom_commune;code_insee;code_departement;population;email;nom_contact;code_postal;latitude;longitude
LA VILLENEUVE-AU-CHÂTELOT;10421;10;148;mairie.la.villeneuve.au.chatelot@orange.fr;Frédéric LENOUVEL;10400;;
VILLENEUVE-AU-CHEMIN;10422;10;180;mairie.villeneuveauchemin@wanadoo.fr;Gilles DE COCKBORNE;10130;;
LA VILLENEUVE-AU-CHÊNE;10423;10;455;mairie@lavilleneuveauchene.fr;Jésus CERVANTES;10140;;
VILLERET;10424;2;66;mairie.villeret@wanadoo.fr;Jean-Marie BERGEON;02420;;
VILLERET;10424;10;66;mairievilleret@gmail.com;Jean-Marie BERGEON;10330;;
VILLERY;10425;10;270;mairie.villery@orange.fr;Jean-Claude MOUILLEFARINE;10320;;
VILLE-SOUS-LA-FERTÉ;10426;10;1103;contact@mairievillesouslaferte.fr;Gilles NOEL;10310;;
VILLE-SUR-ARCE;10427;10;246;mairievillesurarce@wanadoo.fr;Claude PENOT;10110;;
VILLE-SUR-TERRE;10428;10;110;mairie.villesurterre@wanadoo.fr;Pascal DEMATONS;10200;;
VILLETTE-SUR-AUBE;10429;10;248;mairie.villette-sur-aube@orange.fr;Françoise CHAMPENOIS;10700;;
VILLIERS-HERBISSE;10430;10;89;mairie.villiers-herbisse@orange.fr;René LEPAGE;10700;;
VILLIERS-LE-BOIS;10431;10;105;mairie-villiers-le-bois-10@wanadoo.fr;Didier COQUET;10210;;
VILLIERS-SOUS-PRASLIN;10432;10;72;mairie.villiers.sous.praslin@wanadoo.fr;Michel BOYER;10210;;
VILLY-EN-TRODES;10433;10;288;mairievillyentrodes@wanadoo.fr;Bernard MEILLIEZ;10140;;
VILLY-LE-BOIS;10434;10;65;mairie.villy-le-bois@orange.fr;Sophie RICHARD;10800;;
VILLY-LE-MARÉCHAL;10435;10;173;vlm.mairie@orange.fr;Jean-Claude LECLERC;10800;;
VINETS;10436;10;183;vinets.mairie@wanadoo.fr;Daniel PHILIPPE;10700;;
VIREY-SOUS-BAR;10437;10;634;contact@mairiedevireysousbar.fr;Pierre REGNIER;10260;;
VITRY-LE-CROISÉ;10438;10;251;mairie.vitrylecroise@wanadoo.fr;Bernard LEMAÎTRE;10110;;
VIVIERS-SUR-ARTAUT;10439;10;113;viviers-sur-artaut-mairie@wanadoo.fr;Michel CORNET;10110;;
VOIGNY;10440;10;181;mairie.voigny@wanadoo.fr;Richard ENCINAS;10200;;
VOSNON;10441;10;215;mairievosnon@wanadoo.fr;Denis PELLETIER;10130;;
VOUÉ;10442;10;602;mairie.voue@wanadoo.fr;Alain STEINMANN;10150;;
VOUGREY;10443;10;45;mairie.vougrey@orange.fr;Yves PIMENT;10210;;
VULAINES;10444;10;239;mairie.vulaines@orange.fr;Laurent PROYART;10160;;
YÈVRES-LE-PETIT;10445;10;71;commune-yevres@orange.fr;Marie-Christine MIGNOT-VEDRENNE;10500;;
AIGUES-VIVES;11001;9;521;aiguesvives.mairie@wanadoo.fr;Jean-Louis CASSIGNOL;09600;;
AIGUES-VIVES;11001;11;521;mairie-aiguesvives@wanadoo.fr;Jean-Louis CASSIGNOL;11800;;
AIGUES-VIVES;11001;30;521;mairie@aigues-vives.fr;Jean-Louis CASSIGNOL;30670;;
AIGUES-VIVES;11001;34;521;commune.aiguesvives-herault@orange.fr;Jean-Louis CASSIGNOL;34210;;
AIROUX;11002;11;138;mairieairoux@wanadoo.fr;Cédric MALRIEU;11320;;
AJAC;11003;11;198;mairie.ajac@wanadoo.fr;Gérard CHAUMOND;11300;;
ALAIGNE;11004;11;343;commune-alaigne@wanadoo.fr;Jean PERILLOU;11240;;
ALAIRAC;11005;11;1296;accueil@mairie-alairac.fr;Roger ADIVEZE;11290;;
ALBAS;11006;11;71;albas.11@wanadoo.fr;Jean-Claude MONTLAUR;11360;;
ALBAS;11006;46;71;mairiealbas@wanadoo.fr;Jean-Claude MONTLAUR;46140;;
ALET-LES-BAINS;11008;11;435;mairie.alet@wanadoo.fr;Ghislaine TAFFOREAU;11580;;
ALZONNE;11009;11;1378;mairiedalzonne@wanadoo.fr;Régis BANQUET;11170;;
ANTUGNAC;11010;11;315;mairiedantugnac@orange.fr;Pierre SALVA;11190;;
ARAGON;11011;11;414;mairie-aragon@wanadoo.fr;Didier SIE;11600;;
ARGELIERS;11012;11;1934;accueil@argeliers.fr;Bernard NAUDY;11120;;
ARGENS-MINERVOIS;11013;11;377;contact@argens-minervois.com;René LAZES;11200;;
ARMISSAN;11014;11;1551;mairie.armissan@wanadoo.fr;Gérard KERFYSER;11110;;
ARQUES;11015;11;263;communedarques@orange.fr;Maxime BARBAZA;11190;;
ARQUES;11015;12;263;mairie-arques@wanadoo.fr;Maxime BARBAZA;12290;;
ARQUES;11015;62;263;mairie@ville-arques.fr;Maxime BARBAZA;62510;;
ARQUETTES-EN-VAL;11016;11;97;mairie.arquettesenval@orange.fr;André PECH;11220;;
ARTIGUES;11017;9;83;mairie.artigues310@orange.fr;Serge MOUNIE;09460;;
ARTIGUES;11017;11;83;mairie.artigues2@wanadoo.fr;Serge MOUNIE;11140;;
ARTIGUES;11017;65;83;mairie.artigues65@orange.fr;Serge MOUNIE;65100;;
ARTIGUES;11017;83;83;mairieartigues@orange.fr;Serge MOUNIE;83560;;
ARZENS;11018;11;1156;mairie-arzens@orange.fr;Jean-Claude PISTRE;11290;;
AUNAT;11019;11;40;mairie.aunat@orange.fr;Henri VAQUER;11140;;
AURIAC;11020;11;32;auriac.mairie@orange.fr;Jean SIMON;11330;;
AURIAC;11020;19;32;commune.auriac@orange.fr;Jean SIMON;19220;;
AURIAC;11020;64;32;mairieauriac@orange.fr;Jean SIMON;64450;;
AXAT;11021;11;624;mairie.axat@axat.fr;Marcel MARTINEZ;11140;;
AZILLE;11022;11;1196;mairie-azille@orange.fr;Philippe CHEVRIER;11700;;
BADENS;11023;11;746;mairie.badens@orange.fr;Alain ESTIVAL;11800;;
BAGES;11024;11;852;info@bages.fr;Marie BAT;11100;;
BAGES;11024;66;852;mairie@bages66.fr;Marie BAT;66670;;
BAGNOLES;11025;11;261;mairiedebagnoles@wanadoo.fr;Serge SARRAN;11600;;
BARAIGNE;11026;11;161;commune.baraigne@orange.fr;Camille GUAGNO;11410;;
BARBAIRA;11027;11;753;mairie-de-barbaira@wanadoo.fr;Jacques FABRE;11800;;
BELCAIRE;11028;11;457;mairie.belcaire@wanadoo.fr;René LAFFONT;11340;;
BELCASTEL-ET-BUC;11029;11;73;commune-belcastel-et-buc11@orange.fr;Anne VALMIGERE;11580;;
BELFLOU;11030;11;111;mairiebelflou@orange.fr;Bruno POMART;11410;;
BELFORT-SUR-REBENTY;11031;11;39;belfort.sur.rebenty@wanadoo.fr;Martine DEJEAN;11140;;
BELLEGARDE-DU-RAZÈS;11032;11;219;mairie.bellegarde11@orange.fr;Gilbert DE PAOLI;11240;;
BELPECH;11033;11;1324;mairie@belpech.fr;Pierre VIDAL;11420;;
BELVÈZE-DU-RAZÈS;11034;11;891;mairie.belveze-du-razes@wanadoo.fr;Didier LOZANO;11240;;
BELVIANES-ET-CAVIRAC;11035;11;289;mairiebelvianescavirac@wanadoo.fr;Patrice PIVOST;11500;;
BELVIS;11036;11;174;secretariat@mairie-belvis.fr;Jean-Michel MICHEZ;11340;;
BERRIAC;11037;11;883;secretariat@berriac.fr;Michel SOULES;11000;;
BESSÈDE-DE-SAULT;11038;11;57;mairie.bessede@orange.fr;Françoise DUREUX;11140;;
LA BEZOLE;11039;11;43;mairie.labezole@wanadoo.fr;Lionel MIRABET;11300;;
BIZANET;11040;11;1388;mairie@bizanet.fr;Jacques BLAYA;11200;;
BIZE-MINERVOIS;11041;11;1086;bizeminervois@gmail.com;Alain FABRE;11120;;
BLOMAC;11042;11;205;mairieblomac@orange.fr;Thierry FALCOU;11700;;
BOUILHONNAC;11043;11;228;secretariat-mairie@bouilhonnac.fr;Jacques LARRUY;11800;;
BOUISSE;11044;11;93;bouisse.mairie@free.fr;Francis BARON;11330;;
BOURIÈGE;11045;11;127;bouriege@orange.fr;Philippe POUS;11300;;
BOURIGEOLE;11046;11;44;bourigeole@orange.fr;Thierry PEINADO;11300;;
LE BOUSQUET;11047;11;44;mairiedelebousquet.aude@wanadoo.fr;Christian ARAGOU;11140;;
BOUTENAC;11048;11;704;mairie.boutenac@orange.fr;Alain MAILHAC;11200;;
BRAM;11049;11;3368;contact@villedebram.fr;Claudie MEJEAN;11150;;
BRÉZILHAC;11051;11;175;mairiebrezilhac@orange.fr;Alexis CHAVARDES;11270;;
BRUGAIROLLES;11053;11;255;mairiedebrugairolles@orange.fr;Alain LABATUT;11300;;
LES BRUNELS;11054;11;238;mairie.lesbrunels@orange.fr;Philippe DE LORBEAU;11400;;
BUGARACH;11055;11;200;commune-de-bugarach@orange.fr;Jean-Pierre DELORD;11190;;
CABRESPINE;11056;11;175;cabrespine@wanadoo.fr;Philippe CLERGUE;11160;;
CAHUZAC;11057;11;33;communedecahuzac@orange.fr;Didier MATTIA;11420;;
CAHUZAC;11057;47;33;mairie.cahuzac@lgtel.fr;Didier MATTIA;47330;;
CAHUZAC;11057;81;33;cahuzac.mairie@orange.fr;Didier MATTIA;81540;;
CAILHAU;11058;11;260;mairiecailhau@wanadoo.fr;Gérard AFFLATET;11240;;
CAILHAVEL;11059;11;106;cailhavel.mairie@wanadoo.fr;Danielle BONNET;11240;;
CAILLA;11060;11;52;mairiecailla@wanadoo.fr;Alfred VISMARA;11140;;
CAMBIEURE;11061;11;270;communecambieure@wanadoo.fr;Jean-Pierre CLUSCARD;11240;;
CAMPAGNA-DE-SAULT;11062;11;13;mairiecampagnadesault@wanadoo.fr;Didier MONTAGNE;11140;;
CAMPAGNE-SUR-AUDE;11063;11;667;mairie.csa@orange.fr;Gilbert SIMON;11260;;
CAMPLONG-D'AUDE;11064;11;329;mairie-camplong@orange.fr;Serge LEPINE;11200;;
CAMPS-SUR-L'AGLY;11065;11;71;mairie@camps-sur-l-agly.fr;Rolande ALIBERT;11190;;
CAMURAC;11066;11;115;mairie-de-camurac@wanadoo.fr;Bernard VAQUIE;11340;;
CANET;11067;11;1461;mairiedecanet@wanadoo.fr;André HERNANDEZ;11200;;
CANET;11067;34;1461;accueilcanet.mairie@wanadoo.fr;André HERNANDEZ;34800;;
CAPENDU;11068;11;1586;contact@capendu.fr;Jean-Jacques CAMEL;11700;;
CARCASSONNE;11069;11;47268;contact@mairie-carcassonne.fr;Gérard LARRAT;11000;;
CARLIPA;11070;11;317;mairie.carlipa@wanadoo.fr;Serge SERRANO;11170;;
CASCASTEL-DES-CORBIÈRES;11071;11;217;secretariat@mairie-cascastel.fr;André COURNEDE;11360;;
LA CASSAIGNE;11072;11;204;mairie.lacassaigne@orange.fr;Benjamin PEYRAS;11270;;
CASSAIGNES;11073;11;62;communecassaignes@outlook.fr;Serge FERRIE;11190;;
LES CASSÉS;11074;11;253;mairie@lescasses.fr;Catherine PUIG;11320;;
CASTANS;11075;11;113;mairiecastans@orange.fr;Yolande PITON;11160;;
CASTELNAUDARY;11076;11;11876;contact@ville-castelnaudary.fr;Patrick MAUGARD;11400;;
CASTELNAU-D'AUDE;11077;11;470;castelnau.aude@wanadoo.fr;Michel ARNAL;11700;;
CASTELRENG;11078;11;200;mairie-de-castelreng@wanadoo.fr;Hervé GARCIA;11300;;
CAUDEBRONDE;11079;11;182;mairie.caudebronde@free.fr;Alain ABBADIE;11390;;
CAUNES-MINERVOIS;11081;11;1660;contact@mairiedecaunes.fr;Denis ADIVEZE;11160;;
CAUNETTE-SUR-LAUQUET;11082;11;7;commune-de-caunette-sur-lauquet@orange.fr;Marie-Pierre GAYDA;11250;;
CAUNETTES-EN-VAL;11083;11;53;caunettesenval@orange.fr;Jean-Paul BERNEDE;11220;;
CAUX-ET-SAUZENS;11084;11;802;commune-caux-et-sauzens@orange.fr;Angel ESTEBAN;11170;;
CAVANAC;11085;11;928;cavanac.mairie@wanadoo.fr;Michel MAURY;11570;;
CAVES;11086;11;727;contact@mairie-caves.fr;Bernard DEVIC;11510;;
CAZALRENOUX;11087;11;79;commune-de-cazalrenoux@orange.fr;Brice ASENSIO;11270;;
CAZILHAC;11088;11;1660;secretariat@mairie-cazilhac.fr;Jean-Luc SARRAIL;11570;;
CAZILHAC;11088;34;1660;mairie@cazilhac34.fr;Jean-Luc SARRAIL;34190;;
CENNE-MONESTIÉS;11089;11;381;mairie-cenne-monesties@orange.fr;Jean-Michel MONMEGE;11170;;
CÉPIE;11090;11;655;mairie@cepie.fr;Philippe ANDRIEU;11300;;
CHALABRE;11091;11;1123;mairie@chalabre.fr;Jean-Jacques AULOMBARD;11230;;
CITOU;11092;11;81;mairie-de-citou@wanadoo.fr;Emile BUSQUE;11160;;
LE CLAT;11093;11;36;mairie.leclat@gmail.com;Honoré GERVAIS;11140;;
CLERMONT-SUR-LAUQUET;11094;11;26;mairieclermontlauquet@orange.fr;Marie COUPET;11250;;
COMIGNE;11095;11;291;mairiedecomigne@orange.fr;Jean Louis GALIBERT;11700;;
COMUS;11096;11;30;mairie.comus@wanadoo.fr;Jean-Claude PÉLOFI;11340;;
CONILHAC-CORBIÈRES;11098;11;917;mairie@conilhac-corbieres.fr;Serge BRUNEL;11200;;
CONQUES-SUR-ORBIEL;11099;11;2384;mairie.conques@conques-sur-orbiel.fr;Jean-François JUSTE;11600;;
CORBIÈRES;11100;4;35;secretariat@mairie-corbieres.fr;Daniel TORRES;04220;;
CORBIÈRES;11100;11;35;mairie.corbiereslaleude@gmail.com;Daniel TORRES;11230;;
COUDONS;11101;11;46;commune-de-coudons@orange.fr;Jacky ONDEDIEU;11500;;
COUFFOULENS;11102;11;619;couffoulens@orange.fr;Jean-Régis GUICHOU;11250;;
COUIZA;11103;11;1156;secretariat@mairie-couiza.com;Jacques HORTALA;11190;;
COUNOZOULS;11104;11;45;mairiecounozouls@wanadoo.fr;Madeleine BERGES-DADIES;11140;;
COURNANEL;11105;11;666;communecournanel@orange.fr;Alain COSTES;11300;;
COURSAN;11106;11;6050;mairie@coursan.fr;Edouard ROCHER;11110;;
COURTAULY;11107;11;76;mairie.courtauly@wanadoo.fr;Gérard PENANDO;11230;;
LA COURTÈTE;11108;11;44;mairie.lacourtete@orange.fr;Yves GROPPI;11240;;
COUSTAUSSA;11109;11;54;mairie.coustaussa@orange.fr;Robert SANCHEZ;11190;;
COUSTOUGE;11110;11;102;commune.coustouge@orange.fr;Gabriel SEGUI;11220;;
CRUSCADES;11111;11;622;commune@cruscades.fr;Jean-Claude MORASSUTTI;11200;;
CUBIÈRES-SUR-CINOBLE;11112;11;105;mairie.cubieres@gmail.com;Sylvie ROMIEU;11190;;
CUCUGNAN;11113;11;135;contact@cucugnan.fr;André DOUMENC;11350;;
CUMIÈS;11114;11;35;mairiecumies@orange.fr;Thierry MALLEVILLE;11410;;
CUXAC-CABARDÈS;11115;11;894;mairiecuxaccabardes@wanadoo.fr;Paul GRIFFE;11390;;
CUXAC-D'AUDE;11116;11;4122;mairie.cuxac.d.aude@orange.fr;Jacques POCIELLO;11590;;
DAVEJEAN;11117;11;114;mairiedavejean@orange.fr;Guy JOUIN;11330;;
DERNACUEILLETTE;11118;11;44;derna11330@free.fr;Claude CROS;11330;;
LA DIGNE-D'AMONT;11119;11;287;digne.amont@wanadoo.fr;Jean LABADIE;11300;;
LA DIGNE-D'AVAL;11120;11;539;digne.aval@orange.fr;Denis MOUNIE;11300;;
DONAZAC;11121;11;96;commune-de-donazac@orange.fr;Jean-Pierre MESTRE;11240;;
DOUZENS;11122;11;705;mairiededouzens@orange.fr;Philippe RAPPENEAU;11700;;
DUILHAC-SOUS-PEYREPERTUSE;11123;11;139;mairie@duilhac.fr;Sébastien PLA;11350;;
DURBAN-CORBIÈRES;11124;11;686;accueil@mairiededurban.fr;Christian GAILLARD;11360;;
EMBRES-ET-CASTELMAURE;11125;11;160;mairie@embres-castelmaure.fr;Gérard BENEZIS;11360;;
ESCALES;11126;11;393;escales3@orange.fr;Henry SCHENATO;11200;;
ESCOULOUBRE;11127;11;95;escouloubre.mairie@wanadoo.fr;Jacques PETIT;11140;;
ESCUEILLENS-ET-SAINT-JUST-DE-BÉLENGARD;11128;11;183;mairie.escueillens@orange.fr;Didier RIEU;11240;;
ESPÉRAZA;11129;11;2088;accueil@mairie-esperaza.fr;Georges REVERTE;11260;;
ESPEZEL;11130;11;215;mairie.espezel11340@wanadoo.fr;François LACROIX;11340;;
FAJAC-EN-VAL;11133;11;36;fajacenval@nordnet.fr;Jean-Louis AGUILHON;11220;;
FAJAC-LA-RELENQUE;11134;11;49;fajac-la-relenque@orange.fr;Alain BOUSQUET;11410;;
LA FAJOLLE;11135;11;13;commune.fajolle@wanadoo.fr;Marc SAN FRANCISCO;11140;;
FANJEAUX;11136;11;785;mairie.fanjeaux@wanadoo.fr;Denis JUIN;11270;;
FÉLINES-TERMENÈS;11137;11;134;mairie@felinestermenes.com;Jean-Marie SAURY;11330;;
FENDEILLE;11138;11;572;commune-fendeille@orange.fr;Guy JULIA;11400;;
FENOUILLET-DU-RAZÈS;11139;11;89;fenouillet.razes@orange.fr;Guy CATALO;11240;;
FERRALS-LES-CORBIÈRES;11140;11;1155;mairieferrals11200@orange.fr;Gérard BARTHEZ;11200;;
FERRAN;11141;11;103;commune.ferran11@wanadoo.fr;Christian BATS;11240;;
FESTES-ET-SAINT-ANDRÉ;11142;11;196;mairie-festand@orange.fr;Hervé CHAUDEMANCHE;11300;;
FEUILLA;11143;11;96;mairie-de-feuilla@wanadoo.fr;Armand PRADALIER;11510;;
FITOU;11144;11;1012;mairie@fitou.fr;Alexis ARMANGAU;11510;;
FLEURY;11145;2;3608;commune-de-fleury@orange.fr;Guy SIE;02600;;
FLEURY;11145;50;3608;mairie.fleury2@wanadoo.fr;Guy SIE;50800;;
FLEURY;11145;57;3608;mairie@fleury.fr;Guy SIE;57420;;
FLEURY;11145;60;3608;mairie.fleury@orange.fr;Guy SIE;60240;;
FLEURY;11145;62;3608;mairiedefleury1@nordnet.fr;Guy SIE;62134;;
FLEURY;11145;80;3608;mairie.fleury@laposte.net;Guy SIE;80160;;
FLOURE;11146;11;386;floure.commune@orange.fr;Philippe PHALIP;11800;;
FONTANÈS-DE-SAULT;11147;11;4;commune-fontanes-de-sault@orange.fr;Alain JOURDAIN;11140;;
FONTCOUVERTE;11148;11;520;mairiedefontcouverte@orange.fr;Robert FORTE;11700;;
FONTCOUVERTE;11148;17;520;mairie@fontcouverte17.fr;Robert FORTE;17100;;
FONTERS-DU-RAZÈS;11149;11;85;mairiefontersdurazes@wanadoo.fr;Bernard MARTIN;11400;;
FONTIERS-CABARDÈS;11150;11;437;mairie.de-fontiers-cabardes@wanadoo.fr;Gilbert PLAGNES;11390;;
FONTIÈS-D'AUDE;11151;11;419;mairie.fontiesdaude@orange.fr;Alain GARINO;11800;;
FONTJONCOUSE;11152;11;146;mairie.fontjoncouse150@orange.fr;Eric BRISSOT;11360;;
LA FORCE;11153;11;205;mairie.la.force@wanadoo.fr;Richard ROBERT;11270;;
LA FORCE;11153;24;205;mairie-de-la-force@wanadoo.fr;Richard ROBERT;24130;;
FOURNES-CABARDÈS;11154;11;60;fournescabardes@free.fr;Guy CHIFFRE;11600;;
FOURTOU;11155;11;61;mairie.fourtou@gmail.com;Bernard CROS;11190;;
FRAISSE-CABARDÈS;11156;11;111;commune.fraisse.cabardes@orange.fr;Guy JALABERT;11600;;
FRAISSÉ-DES-CORBIÈRES;11157;11;246;mairie-fraisse-corbieres@wanadoo.fr;Celine CERDA;11360;;
GAJA-ET-VILLEDIEU;11158;11;292;gaja-villedieu.commune@wanadoo.fr;Michel TINE;11300;;
GAJA-LA-SELVE;11159;11;145;mairiedegajalaselve@orange.fr;Régis CALMON;11270;;
GALINAGUES;11160;11;34;commune.galinagues@wanadoo.fr;Patrick EMERY;11140;;
GARDIE;11161;11;108;mairie.gardie@wanadoo.fr;Roselyne GARRABOU;11250;;
GENERVILLE;11162;11;60;mairiedegenerville@wanadoo.fr;Jean Henry FARNÉ;11270;;
GINCLA;11163;11;50;gincla@wanadoo.fr;Dominique BRUCHET;11140;;
GINESTAS;11164;11;1362;mairie@ginestas.fr;Georges COMBES;11120;;
GINOLES;11165;11;358;commune.de.ginoles@wanadoo.fr;Daniel CALVI;11500;;
GOURVIEILLE;11166;11;56;mairie-gourvieille@laposte.net;René MERIC;11410;;
GRAMAZIE;11167;11;101;communedegramazie@orange.fr;Pierre RAINIER;11240;;
GRANÈS;11168;11;114;mairie.granes@orange.fr;Yves ANIORT;11500;;
GREFFEIL;11169;11;91;mairiedegreffeil@orange.fr;Jean-Paul ESCANDE;11250;;
GRUISSAN;11170;11;4644;contact@ville-gruissan.fr;Didier CODORNIOU;11430;;
HOMPS;11172;11;654;contact@mairiehomps.fr;Anne ALRANG;11200;;
HOMPS;11172;32;654;mairiedehomps@wanadoo.fr;Anne ALRANG;32120;;
HOUNOUX;11173;11;139;commune-de-hounoux@orange.fr;Gilles TANNEAU;11240;;
LES ILHES;11174;11;50;commune-de-les-ilhes@orange.fr;Henri ICHE;11380;;
ISSEL;11175;11;481;issel@free.fr;Roger OURLIAC;11400;;
JONQUIÈRES;11176;11;57;commune.dejonquieres@orange.fr;Richard AMIGUES;11220;;
JONQUIÈRES;11176;34;57;jonquieres34.mairie@wanadoo.fr;Richard AMIGUES;34725;;
JONQUIÈRES;11176;60;57;contact@jonquieres60.fr;Richard AMIGUES;60680;;
JONQUIÈRES;11176;81;57;mairie.jonquieres81@orange.fr;Richard AMIGUES;81440;;
JONQUIÈRES;11176;84;57;mairie@jonquieres.fr;Richard AMIGUES;84150;;
JOUCOU;11177;11;37;mairie.joucou@orange.fr;Lydie MUNIER;11140;;
LABASTIDE-D'ANJOU;11178;11;1019;labastidedanjou@yahoo.fr;Nathalie NACCACHE;11320;;
LABASTIDE-EN-VAL;11179;11;95;commune-labastide-en-val@orange.fr;Fernand DELGADO;11220;;
LABASTIDE-ESPARBAIRENQUE;11180;11;85;mairie.labastideesparbairenque@wanadoo.fr;Régis HUC;11380;;
LABÉCÈDE-LAURAGAIS;11181;11;414;mairie.labecede@orange.fr;Patrick CHESNAY;11400;;
LACOMBE;11182;11;169;lacombemairie@orange.fr;Gérard DESGRANGES;11310;;
LADERN-SUR-LAUQUET;11183;11;257;mairie.ladern-lauquet@orange.fr;Raymond CABANNE;11250;;
LAFAGE;11184;11;100;mairie.lafage@orange.fr;Jean-Baptiste SARDA;11420;;
LAGRASSE;11185;11;575;mairielagrasse@wanadoo.fr;René ORTEGA;11220;;
LAIRIÈRE;11186;11;44;mairie.lairiere@orange.fr;Francis VERNEDE;11330;;
LANET;11187;11;49;lanet11330@orange.fr;Jean-Marie GALINIE;11330;;
LA PALME;11188;11;1552;accueil@mairie-lapalme.fr;Jean Paul FAURAN;11480;;
LAPRADE;11189;11;88;mairie.laprade11@orange.fr;Jean-Michel COURREAU;11390;;
LAPRADE;11189;16;88;mairie.laprade@orange.fr;Jean-Michel COURREAU;16390;;
LA REDORTE;11190;11;1119;info@laredorte.com;Pierre-Henri ILHES;11700;;
LAROQUE-DE-FA;11191;11;148;laroquedefa.hautes-corbieres@orange.fr;Raymond SPOLI;11330;;
LASBORDES;11192;11;812;mairie-lasbordes@wanadoo.fr;Jean-Pierre QUAGLIERI;11400;;
LASSERRE-DE-PROUILLE;11193;11;241;communelasserredeprouille@wanadoo.fr;Louis VIALETTES;11270;;
LASTOURS;11194;11;165;mairiedelastours@orange.fr;Max BRAIL;11600;;
LAURABUC;11195;11;405;mairiedelaurabuc@orange.fr;Omar AIT MOUH;11400;;
LAURAC;11196;11;184;mairie@laurac-le-grand.fr;Serge GRILLERES;11270;;
LAURAGUEL;11197;11;604;commune-lauraguel@wanadoo.fr;Joël CATHALA;11300;;
LAURE-MINERVOIS;11198;11;1061;laure-minervois.mairie@wanadoo.fr;Jean LOUBAT;11800;;
LAVALETTE;11199;11;1344;mairie.lavalette@wanadoo.fr;René MILHAU;11290;;
LAVALETTE;11199;31;1344;mairie@lavalette31.fr;René MILHAU;31590;;
LAVALETTE;11199;34;1344;mairie.lavalette@lodevoisetlarzac.fr;René MILHAU;34700;;
LESPINASSIÈRE;11200;11;123;lespinassiere.mairie@gmail.com;Charles LUCET;11160;;
LEUC;11201;11;752;secretariat@leuc11.fr;Bernard CALVET;11250;;
LEUCATE;11202;11;4030;accueil@mairie-leucate.fr;Michel PY;11370;;
LIGNAIROLLES;11204;11;36;communedelignairolles@orange.fr;Henri TISSEYRE;11240;;
LIMOUSIS;11205;11;107;limousis@wanadoo.fr;Gilles DELAUR;11600;;
LIMOUX;11206;11;10155;mairie@limoux.fr;Jean-Paul DUPRE;11300;;
LOUPIA;11207;11;235;mairie-de-loupia@wanadoo.fr;Pierre SEVELY;11300;;
LA LOUVIÈRE-LAURAGAIS;11208;11;78;commune-de-la-louviere@orange.fr;Charles PAULY;11410;;
LUC-SUR-AUDE;11209;11;206;mairie@luc-sur-aude.fr;Jean-Claude PONS;11190;;
LUC-SUR-ORBIEU;11210;11;1065;mairie@lucsurorbieu.fr;Gilles MESSEGUER;11200;;
MAGRIE;11211;11;515;mairie.magrie@wanadoo.fr;Didier COMBIS;11300;;
MAILHAC;11212;11;475;mairie@mailhac.fr;Gérard SCHIVARDI;11120;;
MAISONS;11213;11;43;mairie.de.maisons@orange.fr;Patricia SUCHAUD;11330;;
MAISONS;11213;14;43;mairiedemaisons@gmail.com;Patricia SUCHAUD;14400;;
MAISONS;11213;28;43;mairie.maisons28@orange.fr;Patricia SUCHAUD;28700;;
MALRAS;11214;11;360;mairie.malras@orange.fr;Bernard CALVEL;11300;;
MALVES-EN-MINERVOIS;11215;11;802;mairiemalves@orange.fr;Jean-Jacques RUIZ;11600;;
MALVIÈS;11216;11;384;mairie.malvies@wanadoo.fr;Robert DELQUIE;11300;;
MARCORIGNAN;11217;11;1180;contact@marcorignan.fr;Aimé LAFFON;11120;;
MARQUEIN;11218;11;76;mairie.marquein@orange.fr;Dominique DUBLOIS;11410;;
MARSA;11219;11;24;mairie.marsa@wanadoo.fr;Denis BRUNEL;11140;;
MARSEILLETTE;11220;11;675;mairie.marseillette@orange.fr;Michel FOUICH;11800;;
LES MARTYS;11221;11;271;mairie-les-martys@wanadoo.fr;Claude BONNET;11390;;
MAS-CABARDÈS;11222;11;200;secretariat@mascabardes.fr;Gilbert BATLLE;11380;;
MAS-DES-COURS;11223;11;24;commune-mas-des-cours@orange.fr;Roger IBANEZ;11570;;
MASSAC;11224;11;29;massac.mairie@orange.fr;André BARTHES;11330;;
MASSAC;11224;17;29;mairie@massac17.fr;André BARTHES;17490;;
MAS-SAINTES-PUELLES;11225;11;906;mairie@mas-saintes-puelles.fr;Alain CARLES;11400;;
MAYREVILLE;11226;11;72;mairiemayreville@wanadoo.fr;Thierry DE KERIMEL;11420;;
MAYRONNES;11227;11;36;communedemayronnes@orange.fr;Bernard CAMBRA;11220;;
MAZEROLLES-DU-RAZÈS;11228;11;177;commune.mazerolles@orange.fr;Jean-Pierre GLEIZES;11240;;
MAZUBY;11229;11;24;mairie.mazuby@orange.fr;Francis SAVY;11140;;
MÉRIAL;11230;11;27;commune.merial@wanadoo.fr;Gérard FABRE;11140;;
MÉZERVILLE;11231;11;81;mairie.mezerville@wanadoo.fr;Marc TARDIEU;11410;;
MIRAVAL-CABARDES;11232;11;40;miraval.cabardes@wanadoo.fr;Joseph SKALA;11380;;
MIREPEISSET;11233;11;765;mairie@mirepeisset.fr;Fabienne MARTINAGE;11120;;
MIREVAL-LAURAGAIS;11234;11;160;mairie@mireval-lauragais.fr;Michel DARDIER;11400;;
MISSÈGRE;11235;11;66;mairie.missegre@orange.fr;Marcel CHALULEAU;11580;;
